"","Dolphin.ID","Dolphin.Name","Sex","Mother.ID","Haplotype","Birth.Date","Birth.Date.Primary.Assigner","Birth.Date.Accuracy","Death.Date","Death.Date.Primary.Assigner","Death.Date.Accuracy","NextCalfBDay","NextCalfBDayAccuracy","NextCalfName","NextCalfID","NextCalfBDayAssigner","Mom.Name","MomBDay","MomDDay","CalfAgeDeath","MomAgeBirth","TimeToNextBirth","DeathMonth","Season","Present","CalfAgeDeathYrs","EventCensored","MomDeadCensored","MomAliveCensored","TimeToEvent","CalfAgeDeathCategories","a.Calf.under.3mo","b.Calf.3mo.to.1y","c.Calf.1y.to.2y","d.Calf.2y.to.3y"
"23","BOS","BOSTON",NA,"BYT","H",2000-10-01,"RW","WEEK ESTIMATE",2002-01-07,"JM","MONTH ESTIMATE",2003-11-18,"WEEK ESTIMATE","MEGABYTE","MEG","JM","BYTFLUKE",1972-11-01,NA,463,27.9151266255989,1.86173853524983,1,1,2025-03-30,1.26762491444216,1,0,0,1.86173853524983,"c.Calf.1y.to.2y",0,0,1,0
"24","MEG","MEGABYTE",NA,"BYT","H",2003-11-18,"JM","WEEK ESTIMATE",2005-05-13,"JM","MONTH ESTIMATE",2008-12-01,"WEEK ESTIMATE","GOOGLE","GGL","JM","BYTFLUKE",1972-11-01,NA,542,31.0444900752909,3.55373032169747,5,0,2025-03-30,1.4839151266256,1,0,0,3.55373032169747,"c.Calf.1y.to.2y",0,0,1,0
"25","SMK","SHAMROCK","UNKNOWN","CLV","A",2016-11-01,"JM","MONTH ESTIMATE",2018-03-02,"JM","MONTH ESTIMATE",2020-11-01,"MONTH ESTIMATE","ALFALFA","ALF","VF","CLOVER",1996-11-01,NA,486,20,2.6694045174538,3,0,2025-03-30,1.3305954825462,1,0,0,2.6694045174538,"c.Calf.1y.to.2y",0,0,1,0
"26","BEY","BEYONCE","UNKNOWN","COI","D",2017-01-01,"EK","WEEK ESTIMATE",2017-03-01,"EK","MONTH ESTIMATE",2018-11-15,"MONTH ESTIMATE","MINAJ","MNJ","EK","COOLIO",1999-11-01,NA,59,17.1690622861054,1.70841889117043,3,0,2025-03-30,0.161533196440794,1,0,0,1.70841889117043,"a.Calf.under.3mo",1,0,0,0
"27","MNJ","MINAJ","UNKNOWN","COI","D",2018-11-15,"EK","MONTH ESTIMATE",2019-03-31,"JM","MONTH ESTIMATE",2020-11-01,"MONTH ESTIMATE","CARDI B","CIB","VF","COOLIO",1999-11-01,NA,136,19.0390143737166,1.59069130732375,3,0,2025-03-30,0.372347707049966,1,0,0,1.59069130732375,"b.Calf.3mo.to.1y",0,1,0,0
"28","STL","STALLION",NA,"COL",NA,1997-11-01,"JM","MONTH ESTIMATE",1998-01-02,"JM","WEEK ESTIMATE",2000-11-01,"MONTH ESTIMATE","CIGAR","CIG","JM","COLT",1983-11-01,2005-05-01,62,14.0013689253936,2.83093771389459,1,1,2025-03-30,0.16974674880219,1,0,0,2.83093771389459,"a.Calf.under.3mo",1,0,0,0
"29","AOV","ALOE VERA","UNKNOWN","COP","A",2014-11-01,"EK","WEEK ESTIMATE",2016-01-11,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"COPPERTONE",2001-11-01,NA,436,12.9993155373032,NA,1,1,2025-03-30,1.1937029431896,0,0,1,9.21560574948665,"c.Calf.1y.to.2y",0,0,1,0
"30","GOA","GOALIE",NA,"COR","A",2008-11-05,"JM","WEEK ESTIMATE",2009-05-11,"JM","MONTH ESTIMATE",2010-09-23,"DAY ESTIMATE","OFFSIDE","OFS","EK","CORNER",1990-10-01,2011-05-01,187,18.0971937029432,1.36892539356605,5,0,2025-03-30,0.511978097193703,1,0,0,1.36892539356605,"b.Calf.3mo.to.1y",0,1,0,0
"31","FUD","FUDGE","MALE","CRO","E",1986-11-01,"JM","MONTH ESTIMATE",1987-04-05,"RAS","DAY ESTIMATE",1988-10-06,"DAY ESTIMATE","COOKIE","COO","RCC","CROOKEDFIN",1960-11-01,1992-05-08,155,25.9986310746064,1.50581793292266,4,0,2025-03-30,0.424366872005476,1,0,0,1.50581793292266,"b.Calf.3mo.to.1y",0,1,0,0
"32","TFC","TRAFFIC","UNKNOWN","CRS","A",2009-03-01,"JM","MONTH ESTIMATE",2010-03-21,"SAS","MONTH ESTIMATE",NA,NA,NA,NA,NA,"CRASH",1991-11-01,NA,385,17.3305954825462,NA,3,0,2025-03-30,1.05407255304586,0,0,1,15.025325119781,"c.Calf.1y.to.2y",0,0,1,0
"33","PNC","PINOCCHIO",NA,"CYR",NA,2001-12-01,"RCC","MONTH ESTIMATE",2002-12-17,"JM","MONTH ESTIMATE",2009-01-03,"DAY ESTIMATE","CLEOPATRA","CLE","CCC","CYRANO",1989-11-01,NA,381,12.082135523614,6.04791238877481,12,1,2025-03-30,1.04312114989733,1,0,0,6.04791238877481,"c.Calf.1y.to.2y",0,0,1,0
"34","CYU","CYRUS","UNKNOWN","CYR",NA,2016-12-01,"EK","WEEK ESTIMATE",2017-04-27,"JM","WEEK ESTIMATE",2018-12-01,"WEEK ESTIMATE","CASANOVA","CSA","JM","CYRANO",1989-11-01,NA,147,27.0828199863107,1.59616700889802,4,0,2025-03-30,0.402464065708419,1,0,0,1.59616700889802,"b.Calf.3mo.to.1y",0,1,0,0
"35","CSA","CASANOVA","UNKNOWN","CYR",NA,2018-12-01,"JM","WEEK ESTIMATE",2019-05-01,"VF","WEEK ESTIMATE",NA,NA,NA,NA,NA,"CYRANO",1989-11-01,NA,151,29.0814510609172,NA,5,0,2025-03-30,0.413415468856947,0,0,1,5.91375770020534,"b.Calf.3mo.to.1y",0,1,0,0
"36","DOO","DOODLE",NA,"DID","H",1997-12-15,"MRH","MONTH ESTIMATE",1998-05-05,"JM","MONTH ESTIMATE",2000-01-01,"MONTH ESTIMATE","FIDDLE","FDD","JM","DIDDLE",1972-11-01,2007-05-01,141,25.119780971937,1.65913757700205,5,0,2025-03-30,0.386036960985626,1,0,0,1.65913757700205,"b.Calf.3mo.to.1y",0,1,0,0
"37","FDD","FIDDLE",NA,"DID","H",2000-01-01,"JM","MONTH ESTIMATE",2000-05-13,"JM","DAY ESTIMATE",2002-11-02,"WEEK ESTIMATE","DABBLE","DAB","CF","DIDDLE",1972-11-01,2007-05-01,133,27.1649555099247,2.47227926078029,5,0,2025-03-30,0.364134154688569,1,0,0,2.47227926078029,"b.Calf.3mo.to.1y",0,1,0,0
"38","DAB","DABBLE",NA,"DID","H",2002-11-02,"CF","WEEK ESTIMATE",2003-01-27,"JM","MONTH ESTIMATE",2005-11-20,"WEEK ESTIMATE","PUDDLE","PUD","JM","DIDDLE",1972-11-01,2007-05-01,86,30.0013689253936,2.8145106091718,1,1,2025-03-30,0.235455167693361,1,0,0,2.8145106091718,"a.Calf.under.3mo",1,0,0,0
"39","DKE","DUKE","UNKNOWN","DUC","E",2009-12-15,"JM","MONTH ESTIMATE",2010-07-26,"SAS","MONTH ESTIMATE",2013-02-15,"MONTH ESTIMATE","MARQUIS","MRQ","JM","DUCHESS",1993-12-22,NA,223,15.9808350444901,2.55989048596851,7,0,2025-03-30,0.610540725530459,1,0,0,2.55989048596851,"b.Calf.3mo.to.1y",0,1,0,0
"40","EIN","EINSTEIN",NA,"DUN",NA,2004-10-10,"MRH","DAY ESTIMATE",2005-04-08,"JM","WEEK ESTIMATE",2010-04-15,"WEEK ESTIMATE","KLUTZ","KTZ","EMP","DUNCE",1982-11-01,2010-07-01,180,21.9411362080767,5.01848049281314,4,0,2025-03-30,0.492813141683778,1,0,0,5.01848049281314,"b.Calf.3mo.to.1y",0,1,0,0
"41","HLD","HOLIDAY","UNKNOWN","EDE","E",2015-12-19,"JM","DAY ESTIMATE",2016-03-27,"CCC","DAY ESTIMATE",2019-02-04,"DAY ESTIMATE","SUMMER","SMM","DIC","EDEN",2003-11-19,NA,99,12.082135523614,2.85831622176591,3,0,2025-03-30,0.271047227926078,1,0,0,2.85831622176591,"b.Calf.3mo.to.1y",0,1,0,0
"42","GRD","GREEDY",NA,"EED","D",2003-11-01,"JM","MONTH ESTIMATE",2004-10-12,"JM","DAY ESTIMATE",2005-11-01,"MONTH ESTIMATE","PEEWEE","PWE","JM","EED",1974-11-01,2018-05-01,346,28.9993155373032,1.05407255304586,10,1,2025-03-30,0.947296372347707,1,0,0,1.05407255304586,"b.Calf.3mo.to.1y",0,1,0,0
"43","TUB","TUBBY",NA,"FAT","A",1985-01-01,"RAS","MONTH ESTIMATE",1985-07-13,"JM","DAY ESTIMATE",1991-12-15,"MONTH ESTIMATE","OBE","OBE","JM","FATFIN",1972-11-01,2005-05-01,193,12.1670088980151,6.42299794661191,7,0,2025-03-30,0.528405201916496,1,0,0,6.42299794661191,"b.Calf.3mo.to.1y",0,1,0,0
"44","OBE","OBE",NA,"FAT","A",1991-12-15,"JM","MONTH ESTIMATE",1992-03-27,"JM","MONTH ESTIMATE",1993-11-01,"WEEK ESTIMATE","HUCKLEBERRY","HCK","JM","FATFIN",1972-11-01,2005-05-01,103,19.1184120465435,1.59890485968515,3,0,2025-03-30,0.281998631074606,1,0,0,1.59890485968515,"b.Calf.3mo.to.1y",0,1,0,0
"45","HCK","HUCKLEBERRY",NA,"FAT","A",1993-11-01,"JM","WEEK ESTIMATE",1994-02-07,"JM","DAY ESTIMATE",1996-10-06,"DAY ESTIMATE","TWIGGY","TWG","KH","FATFIN",1972-11-01,2005-05-01,98,20.9993155373032,2.6611909650924,2,0,2025-03-30,0.268309377138946,1,0,0,2.6611909650924,"b.Calf.3mo.to.1y",0,1,0,0
"46","TWG","TWIGGY",NA,"FAT","A",1996-10-06,"KH","DAY ESTIMATE",1997-06-20,"JM","WEEK ESTIMATE",1999-11-03,"DAY ESTIMATE","BLUBBY","BBB","DIC","FATFIN",1972-11-01,2005-05-01,257,23.9288158795346,2.3709787816564,6,0,2025-03-30,0.70362765229295,1,0,0,2.3709787816564,"b.Calf.3mo.to.1y",0,1,0,0
"47","BBB","BLUBBY",NA,"FAT","A",1999-11-03,"DIC","DAY ESTIMATE",2000-01-04,"JM","DAY ESTIMATE",NA,NA,NA,NA,NA,"FATFIN",1972-11-01,2005-05-01,62,27.0034223134839,NA,1,1,2025-03-30,0.16974674880219,0,1,0,5.3223819301848,"a.Calf.under.3mo",1,0,0,0
"48","FLT","FLOAT",NA,"FLI","E",2003-10-11,"JJW","DAY ESTIMATE",2003-10-12,"JJW","DAY ESTIMATE",2004-12-01,"MONTH ESTIMATE","FRODO","FDO","QAG","FLIP",1983-11-01,2008-07-23,1,19.9425051334702,1.13894592744695,10,1,2025-03-30,0.0027378507871321,1,0,0,1.13894592744695,"a.Calf.under.3mo",1,0,0,0
"49","FDO","FRODO",NA,"FLI","E",2004-12-01,"QAG","MONTH ESTIMATE",2005-06-13,"JM","WEEK ESTIMATE",2008-01-12,"DAY ESTIMATE","FLY","FLY","JM","FLIP",1983-11-01,2008-07-23,194,21.0841889117043,2.58179329226557,6,0,2025-03-30,0.531143052703628,1,0,0,2.58179329226557,"b.Calf.3mo.to.1y",0,1,0,0
"50","BLL","BALL",NA,"FOO",NA,2003-11-01,"JM","MONTH ESTIMATE",2003-12-01,"JM","MONTH ESTIMATE",2005-02-01,"MONTH ESTIMATE","BOUNCE","BOU","JM","FOOTIE",1971-11-01,2016-05-01,30,32,1.17180013689254,12,1,2025-03-30,0.082135523613963,1,0,0,1.17180013689254,"a.Calf.under.3mo",1,0,0,0
"51","IGO","IGOR",NA,"FRA","A",1996-12-01,"KH","MONTH ESTIMATE",1997-11-30,"JM","MONTH ESTIMATE",2003-12-15,"MONTH ESTIMATE","SWAMPTHANG","SWT","QAG","FRANKENFIN",1974-11-01,2012-05-01,364,22.0835044490075,6.03969883641342,11,1,2025-03-30,0.996577686516085,1,0,0,6.03969883641342,"b.Calf.3mo.to.1y",0,1,0,0
"52","HDE","HYDE",NA,"FRA","A",2007-09-01,"EK","MONTH ESTIMATE",2009-01-28,NA,"MONTH ESTIMATE",NA,NA,NA,NA,NA,"FRANKENFIN",1974-11-01,2012-05-01,515,32.8323066392882,NA,1,1,2025-03-30,1.40999315537303,0,1,0,3.25530458590007,"c.Calf.1y.to.2y",0,0,1,0
"53","FRD","FRIDA","UNKNOWN","GAB","E",2013-10-21,"JM","DAY ESTIMATE",2014-03-14,"EK","MONTH ESTIMATE",2015-10-25,"DAY ESTIMATE","MANU","MNU","EK","GABRIELLA",1990-11-01,NA,144,22.9705681040383,1.61533196440794,3,0,2025-03-30,0.394250513347023,1,0,0,1.61533196440794,"b.Calf.3mo.to.1y",0,1,0,0
"54","MNU","MANU","UNKNOWN","GAB","E",2015-10-25,"EK","DAY ESTIMATE",2016-02-02,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"GABRIELLA",1990-11-01,NA,100,24.9801505817933,NA,2,0,2025-03-30,0.27378507871321,0,0,1,9.15537303216975,"b.Calf.3mo.to.1y",0,1,0,0
"55","TUT","ARCHBISHOP DESMOND TUTU",NA,"GHA","F",2004-03-01,"QAG","WEEK ESTIMATE",2004-06-07,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"GHANDI",1971-11-01,2007-05-01,98,32.331279945243,NA,6,0,2025-03-30,0.268309377138946,0,1,0,2.89664613278576,"b.Calf.3mo.to.1y",0,1,0,0
"56","CIM","CRIMP","UNKNOWN","GMP","H",2012-11-01,"JM","MONTH ESTIMATE",2013-03-15,"JM","MONTH ESTIMATE",2014-01-01,"WEEK ESTIMATE","SHRIMP","SHR","JM","GIMP",1997-11-01,NA,134,15.0006844626968,0.799452429842574,3,0,2025-03-30,0.366872005475702,1,0,0,0.799452429842574,"b.Calf.3mo.to.1y",0,1,0,0
"57","GHD","GHIRARDELLI","UNKNOWN","GOD","A",2012-11-01,"JM","MONTH ESTIMATE",2014-01-11,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"GODIVA",1982-11-01,2019-12-15,436,30.0013689253936,NA,1,1,2025-03-30,1.1937029431896,0,1,0,5.92470910335387,"c.Calf.1y.to.2y",0,0,1,0
"58","HIP","HIPPIE",NA,"HAL","H",1992-11-15,"JM","WEEK ESTIMATE",1993-12-09,"JM","MONTH ESTIMATE",1995-11-01,"MONTH ESTIMATE","HALFPINT","HPT","JM","HALFLUKE",1965-11-01,1998-05-01,389,27.0390143737166,1.89459274469541,12,1,2025-03-30,1.06502395619439,1,0,0,1.89459274469541,"c.Calf.1y.to.2y",0,0,1,0
"59","HPT","HALFPINT",NA,"HAL","H",1995-11-01,"JM","MONTH ESTIMATE",1997-01-15,"JM","WEEK ESTIMATE",NA,NA,NA,NA,NA,"HALFLUKE",1965-11-01,1998-05-01,441,29.9986310746064,NA,1,1,2025-03-30,1.20739219712526,0,1,0,1.28952772073922,"c.Calf.1y.to.2y",0,0,1,0
"60","OPH","OPHELIA",NA,"HAM","A",2001-11-15,"JJW","MONTH ESTIMATE",2003-03-08,"JM","MONTH ESTIMATE",2004-08-01,"WEEK ESTIMATE","POLONIUS","PLN","JM","HAMLET",1990-11-27,2009-05-01,478,10.9678302532512,1.40177960301164,3,0,2025-03-30,1.30869267624914,1,0,0,1.40177960301164,"c.Calf.1y.to.2y",0,0,1,0
"61","PLN","POLONIUS",NA,"HAM","A",2004-08-01,"JM","WEEK ESTIMATE",2005-08-17,"JM","DAY ESTIMATE",NA,NA,NA,NA,NA,"HAMLET",1990-11-27,2009-05-01,381,13.678302532512,NA,8,0,2025-03-30,1.04312114989733,0,1,0,3.70431211498973,"c.Calf.1y.to.2y",0,0,1,0
"62","MOL","MOLEY","FEMALE","HOH","A",1995-11-01,"JM","MONTH ESTIMATE",1997-03-01,"JM","WEEK ESTIMATE",NA,NA,NA,NA,NA,"HOLEYHOLE",1965-11-01,2001-05-01,486,29.9986310746064,NA,3,0,2025-03-30,1.3305954825462,0,1,0,4.16700889801506,"c.Calf.1y.to.2y",0,0,1,0
"63","KOO","KOORDA","MALE","HOL","A",1988-12-11,"DIC","DAY ESTIMATE",1989-01-22,"DIC","DAY ESTIMATE",1990-02-01,"WEEK ESTIMATE","NEVERSEEN","NVS","JM","HOLEYFIN",1960-11-01,1995-07-26,42,28.1095140314853,1.02669404517454,1,1,2025-03-30,0.114989733059548,1,0,0,1.02669404517454,"a.Calf.under.3mo",1,0,0,0
"64","NVS","NEVERSEEN",NA,"HOL","A",1990-02-01,"JM","WEEK ESTIMATE",1990-02-18,"JM","WEEK ESTIMATE",1991-09-03,"DAY ESTIMATE","NOVA","NOV","JM","HOLEYFIN",1960-11-01,1995-07-26,17,29.2511978097194,1.53867214236824,2,0,2025-03-30,0.0465434633812457,1,0,0,1.53867214236824,"a.Calf.under.3mo",1,0,0,0
"65","NOV","NOVA","FEMALE","HOL","A",1991-09-03,"JM","DAY ESTIMATE",1992-03-25,"DIC","DAY ESTIMATE",1993-11-27,"DAY ESTIMATE","HOBBIT","HBT","DIC","HOLEYFIN",1960-11-01,1995-07-26,204,30.8364134154689,1.67556468172485,3,0,2025-03-30,0.558521560574949,1,0,0,1.67556468172485,"b.Calf.3mo.to.1y",0,1,0,0
"66","HBT","HOBBIT","FEMALE","HOL","A",1993-11-27,"DIC","DAY ESTIMATE",1994-03-19,"JM","DAY ESTIMATE",NA,NA,NA,NA,NA,"HOLEYFIN",1960-11-01,1995-07-26,112,33.0704996577687,NA,3,0,2025-03-30,0.306639288158795,0,1,0,1.35249828884326,"b.Calf.3mo.to.1y",0,1,0,0
"67","HRU","HERCULES",NA,"HRA","C",2006-03-01,"JM","MONTH ESTIMATE",2006-07-29,"SAS","WEEK ESTIMATE",2008-07-08,"WEEK ESTIMATE","HADES","HDS","JM","HERA",1973-11-01,2017-05-01,150,32.3285420944559,1.94387405886379,7,0,2025-03-30,0.410677618069815,1,0,0,1.94387405886379,"b.Calf.3mo.to.1y",0,1,0,0
"68","HDS","HADES",NA,"HRA","C",2008-07-08,"JM","WEEK ESTIMATE",2009-01-22,NA,"MONTH ESTIMATE",2010-09-03,"WEEK ESTIMATE","HESTIA","HES","JM","HERA",1973-11-01,2017-05-01,198,34.6830937713895,1.61259411362081,1,1,2025-03-30,0.542094455852156,1,0,0,1.61259411362081,"b.Calf.3mo.to.1y",0,1,0,0
"69","NHU","NIHAU",NA,"HUL","A",1992-12-01,"JM","MONTH ESTIMATE",1993-12-15,NA,"MONTH ESTIMATE",1999-10-01,"WEEK ESTIMATE","HOOP","HOP","JM","HULA",1980-11-01,2008-05-01,379,12.082135523614,5.79329226557153,12,1,2025-03-30,1.03764544832307,1,0,0,5.79329226557153,"c.Calf.1y.to.2y",0,0,1,0
"70","HOP","HOOP",NA,"HUL","A",1999-10-01,"JM","WEEK ESTIMATE",2000-02-05,"JM","MONTH ESTIMATE",2005-11-01,"MONTH ESTIMATE","OAHU","OAH","JM","HULA",1980-11-01,2008-05-01,127,18.9130732375086,5.73853524982888,2,0,2025-03-30,0.347707049965777,1,0,0,5.73853524982888,"b.Calf.3mo.to.1y",0,1,0,0
"71","OAH","OAHU",NA,"HUL","A",2005-11-01,"JM","MONTH ESTIMATE",2006-07-18,"SAS","WEEK ESTIMATE",NA,NA,NA,NA,NA,"HULA",1980-11-01,2008-05-01,259,24.9993155373032,NA,7,0,2025-03-30,0.709103353867214,0,1,0,1.78781656399726,"b.Calf.3mo.to.1y",0,1,0,0
"72","SOL","SOLONG",NA,"HYM","A",1991-03-15,"AFR","WEEK ESTIMATE",1991-05-29,"JM","MONTH ESTIMATE",1992-12-15,"WEEK ESTIMATE","TAHTAH","TTH","JM","HYMIE",1963-11-01,1995-05-01,75,27.3675564681725,1.54962354551677,5,0,2025-03-30,0.205338809034908,1,0,0,1.54962354551677,"a.Calf.under.3mo",1,0,0,0
"73","JWB","JAWBREAKER",NA,"JAB",NA,2003-08-01,"RCC","WEEK ESTIMATE",2004-06-03,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"JABBERJAW",1976-11-01,2008-05-01,307,26.7460643394935,NA,6,0,2025-03-30,0.840520191649555,0,1,0,3.90965092402464,"b.Calf.3mo.to.1y",0,1,0,0
"74","KOR","KORAL","UNKNOWN","JAS","A",2014-03-06,"JM","DAY ESTIMATE",2014-10-11,"JM","MONTH ESTIMATE",2018-01-01,"WEEK ESTIMATE","JAPONICA","JAP","EK","JASMINE",1979-11-01,2020-05-01,219,34.3436002737851,3.22518822724162,10,1,2025-03-30,0.59958932238193,1,0,0,3.22518822724162,"b.Calf.3mo.to.1y",0,1,0,0
"75","JMU","JUMULU","UNKNOWN","JNI","C",2012-12-15,"JM","MONTH ESTIMATE",2014-08-05,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"JUNIPER",1982-11-01,2019-05-01,598,30.1218343600274,NA,8,0,2025-03-30,1.637234770705,0,1,0,4.73648186173854,"c.Calf.1y.to.2y",0,0,1,0
"76","YIP","YIPEE",NA,"JOY","A",2006-12-26,"JM","DAY ESTIMATE",2007-03-14,NA,"WEEK ESTIMATE",2008-10-17,"DAY ESTIMATE","ECSTASY","ECS","MAS","JOY",1979-12-25,2011-05-01,78,27.0034223134839,1.59616700889802,3,0,2025-03-30,0.213552361396304,1,0,0,1.59616700889802,"a.Calf.under.3mo",1,0,0,0
"77","DRP","DROPLET","UNKNOWN","JUI","A",2014-12-12,"JM","DAY ESTIMATE",2014-12-20,"JM","DAY ESTIMATE",2015-12-10,"DAY ESTIMATE","DESICCATED","DSD","JM","JUICY",2001-11-01,NA,8,13.1115674195756,0.971937029431896,12,1,2025-03-30,0.0219028062970568,1,0,0,0.971937029431896,"a.Calf.under.3mo",1,0,0,0
"78","DSD","DESICCATED","UNKNOWN","JUI","A",2015-12-10,"JM","DAY ESTIMATE",2015-12-26,"JM","WEEK ESTIMATE",2018-12-15,"WEEK ESTIMATE","JUNGLE","JGL","JM","JUICY",2001-11-01,NA,16,14.1054072553046,2.97056810403833,12,1,2025-03-30,0.0438056125941136,1,0,0,2.97056810403833,"a.Calf.under.3mo",1,0,0,0
"79","BNO","BONO",NA,"KIT","H",2005-01-01,"QAG","MONTH ESTIMATE",2005-06-15,"JM","WEEK ESTIMATE",2007-11-01,"MONTH ESTIMATE","OSPREY","OPY","JM","KITE",1989-11-01,NA,165,15.1676933607118,2.3791923340178,6,0,2025-03-30,0.451745379876797,1,0,0,2.3791923340178,"b.Calf.3mo.to.1y",0,1,0,0
"80","KGB","KISSGOODBYE",NA,"KIY","E",2008-12-20,"JM","WEEK ESTIMATE",2008-12-22,"JM","DAY ESTIMATE",2009-12-27,"DAY ESTIMATE","KHAMUN","KHA","CCC","KIYA",1997-12-13,NA,2,11.0198494182067,1.01300479123888,12,1,2025-03-30,0.0054757015742642,1,0,0,1.01300479123888,"a.Calf.under.3mo",1,0,0,0
"81","KHA","KHAMUN","FEMALE","KIY","E",2009-12-27,"CCC","DAY ESTIMATE",2010-08-21,"DIC","DAY ESTIMATE",2012-11-06,"DAY ESTIMATE","WIRRIYA","WIY","DIC","KIYA",1997-12-13,NA,237,12.0383299110198,2.21218343600274,8,0,2025-03-30,0.648870636550308,1,0,0,2.21218343600274,"b.Calf.3mo.to.1y",0,1,0,0
"82","LOS","LOSER","UNKNOWN","LEN","A",2014-01-10,"JM","MONTH ESTIMATE",2014-03-31,"JM","DAY ESTIMATE",2015-12-01,"WEEK ESTIMATE","LIMA","LMA","JM","LENTIL",2002-02-15,NA,80,11.9014373716632,1.67008898015058,3,0,2025-03-30,0.219028062970568,1,0,0,1.67008898015058,"a.Calf.under.3mo",1,0,0,0
"83","LMA","LIMA","UNKNOWN","LEN","A",2015-12-01,"JM","WEEK ESTIMATE",2016-03-13,"JM","DAY ESTIMATE",2020-10-30,"WEEK ESTIMATE","DAHL","DAH","JM","LENTIL",2002-02-15,NA,103,13.7905544147844,4.63244353182752,3,0,2025-03-30,0.281998631074606,1,0,0,4.63244353182752,"b.Calf.3mo.to.1y",0,1,0,0
"84","LOL","LOLLY","FEMALE","LIC","A",1999-03-05,"MRH","DAY ESTIMATE",2000-02-02,"JM","MONTH ESTIMATE",2002-02-15,"WEEK ESTIMATE","LENTIL","LEN","LAB","LICK",1984-11-01,NA,334,14.3381245722108,2.03696098562628,2,0,2025-03-30,0.914442162902122,1,0,0,2.03696098562628,"b.Calf.3mo.to.1y",0,1,0,0
"85","FHY","FRENCHY","MALE","LIC","A",2014-01-01,"JM","MONTH ESTIMATE",2015-05-03,"JM","WEEK ESTIMATE",2017-11-02,"DAY ESTIMATE","SMOOCH","SMC","JM","LICK",1984-11-01,NA,487,29.1663244353183,2.50239561943874,5,0,2025-03-30,1.33333333333333,1,0,0,2.50239561943874,"c.Calf.1y.to.2y",0,0,1,0
"86","SMC","SMOOCH","UNKNOWN","LIC","A",2017-11-02,"JM","DAY ESTIMATE",2017-11-19,"CBK","DAY ESTIMATE",2021-03-30,"WEEK ESTIMATE","GUSTO","GTO","JM","LICK",1984-11-01,NA,17,33.0020533880903,3.35934291581109,11,1,2025-03-30,0.0465434633812457,1,0,0,3.35934291581109,"a.Calf.under.3mo",1,0,0,0
"87","NAN","NANO","UNKNOWN","LIT","E",2011-10-21,"EK","DAY ESTIMATE",2012-02-24,"SAS","MONTH ESTIMATE",2023-02-01,"WEEK ESTIMATE","PICO","PCO","VF","LITTLE",1987-11-01,NA,126,23.9698836413415,10.9377138945927,2,0,2025-03-30,0.344969199178645,1,0,0,10.9377138945927,"b.Calf.3mo.to.1y",0,1,0,0
"88","WIN","WINNIE","UNKNOWN","MIN","A",1989-11-01,"JM","MONTH ESTIMATE",1990-07-03,"JM","WEEK ESTIMATE",1991-09-29,"DAY ESTIMATE","MOUSE","MOU","AFR","MINI",1965-11-01,2009-05-01,244,24,1.24024640657084,7,0,2025-03-30,0.668035592060233,1,0,0,1.24024640657084,"b.Calf.3mo.to.1y",0,1,0,0
"89","MIC","MICKEY",NA,"MIN","A",2004-01-01,"QAG","MONTH ESTIMATE",2004-04-18,"JM","WEEK ESTIMATE",NA,NA,NA,NA,NA,"MINI",1965-11-01,2009-05-01,108,38.1656399726215,NA,4,0,2025-03-30,0.295687885010267,0,1,0,5.03490759753593,"b.Calf.3mo.to.1y",0,1,0,0
"90","MOX","MOXIE",NA,"MOO","H",2005-02-01,"JM","MONTH ESTIMATE",2005-12-11,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"MOOPS",1972-11-01,2017-05-01,313,32.2518822724162,NA,12,1,2025-03-30,0.856947296372348,0,1,0,11.3867214236824,"b.Calf.3mo.to.1y",0,1,0,0
"91","SDF","SANDFLY","UNKNOWN","MOZ","E",2011-10-21,"EK","DAY ESTIMATE",2012-04-02,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"MOZZIE",1977-11-01,2018-05-01,164,33.968514715948,NA,4,0,2025-03-30,0.449007529089665,0,1,0,6.07802874743327,"b.Calf.3mo.to.1y",0,1,0,0
"92","CAN","CANNIBAL",NA,"MTS","A",1999-11-15,"JM","WEEK ESTIMATE",2000-05-01,"JM","MONTH ESTIMATE",2001-09-10,"DAY ESTIMATE","CRICKET","CCK","RC","MANTIS",1974-11-01,2002-05-01,168,25.0376454483231,1.36071184120465,5,0,2025-03-30,0.459958932238193,1,0,0,1.36071184120465,"b.Calf.3mo.to.1y",0,1,0,0
"93","SLU","SLURP","MALE","MUN","E",1988-10-01,"RCC","WEEK ESTIMATE",1989-08-01,"JM","MONTH ESTIMATE",1990-10-01,"WEEK ESTIMATE","MAYHEM","MAY","KAW","MUNCH",1967-11-01,2006-09-01,304,20.9171800136893,1.16632443531828,8,0,2025-03-30,0.832306639288159,1,0,0,1.16632443531828,"b.Calf.3mo.to.1y",0,1,0,0
